SKU,Launch Year,SKUs Recently Added,CategoryID,ProductID,RootModelNumber,Category,Product,Configuration,CurrentMinRetailerPrice,CurrentAvgRetailerPrice,CurrentMaxRetailerPrice,Online Price Quartile,Retailer Price Quartile,Online Price Range,Brand,Series,Standard Color,Capacity Range,Width (Approx.),Built-in Water Heater,Energy Rating,Motor Speeds,Stackable,Steam Cycle,Maximum RPM,CEE Tier,Wash Basket Material,Number Wash Cycles,Derivative Model,Model Status,Wifi Connected,Capacity (cu ft),ADA Compliant,Cold Optimized,Agitator or Impeller,Commercial (Yes/No),Detergent Dispenser,Fabric Softener Dispenser,Bleach Dispenser,POD Dispenser,Auto Dose Dispenser,Description,Key Feature,Key Feature1,Key Feature2,Key Feature3,Key Feature4,Key Feature5,Additional Features1,Additional Features2,Additional Features3,Additional Features4,Additional Features5,Additional Features6,Additional Features7,Additional Features8,Additional Features9,Additional Features10,Additional Features11,Additional Features12,Additional Features13,Additional Features14,Additional Features15,Color Description,Width,Height,Depth,Additional Dimensions1,Additional Dimensions2,Additional Dimensions3,Appearance1,Appearance2,Appearance3,Appearance4,Appearance5,Appearance6,Appearance7,Appearance8,Appearance9,Appearance10,Appearance11,Capacity1,Capacity2,Controls1,Controls2,Controls3,Controls4,Controls5,Controls6,Controls7,Controls8,Controls9,Controls10,Convenience Features1,Convenience Features2,Convenience Features3,Convenience Features4,Convenience Features5,Convenience Features6,Convenience Features7,Convenience Features8,Convenience Features9,Convenience Features10,Convenience Features11,Convenience Features12,Convenience Features13,Convenience Features14,Convenience Features15,Convenience Features16,Convenience Features17,Dimensions1,Dimensions2,Energy/Sound/Power1,Energy/Sound/Power2,Energy/Sound/Power3,Energy/Sound/Power4,Energy/Sound/Power5,Energy/Sound/Power6,Energy/Sound/Power7,Energy/Sound/Power8,Wash Cycles1,Wash Cycles2,Wash Cycles3,Wash Cycles4,Wash Cycles5,Wash Cycles6,Wash Cycles7,Wash Cycles8,Wash Cycles9,Wash Cycles10,Wash Cycles11,Wash Cycles12,Wash Cycles13,Wash Cycles14,Wash Cycles15,Wash Cycles16,Wash Cycles17,Wash Cycles18,Wash Cycles19,Wash Cycles20,Wash Cycles21,Wash Cycles22,Wash Cycles23,Wash Cycles24,Wash Cycles25,Wash Cycles26,Wash Cycles27,Wash Cycles28,Wash Cycles29,Wash Cycles30,Wash Cycles31,Wash Cycles32,Wash Cycles33,Wash Cycles34,Wash Cycles35,Wash Cycles36,Wash Cycles37,Wash Cycles38,Wash Cycles39,Wash Cycles40,Wash Cycles41,Washing System1,Washing System2,Washing System3,Washing System4,Washing System5,Washing System6,Washing System7,Washing System8,Washing System9,Washing System10,Washing System11,Washing System12,Washing System13,Washing System14,Washing System15,Washing System16
w2084w,2018,4/11/2018,1,12,W2084,Laundry,Washers,Compact & Portable Washers,1499,1499,1500,,High - 75% & Above,,Asko,,White,3.0 & Under cu ft,24,No,Energy Star®,Unassigned,Yes,No,1300 and Over,Unassigned,Unassigned,Unassigned,No,Active Model,No,2.1,No,No,,No,No,No,No,No,No,2.1 cu ft Front Load Washer,,15 Wash Programs with 5 Options,,Energy Star®,Activedrum™ Technology,,Antiblock Drain Pump,,Lockable Control Panel,Platform,Pull-Out Utility Basket,Retractable Ironing Board System,Single and Double Retractable Shelves,Steel Seal™ Technology,Unbalanced Load Detection,,,,,,,White,23 1/2 inches,33 1/2 inches,22 1/2 inches,,,,Left-Hinge Door Swing,,Stainless Steel Drum,White Finish,,,,,,,,2.1 Cu. Ft. Capacity,,Auto Program,,Program End Indicator,Remaining Time Indication,,,,,,,,Emergency Door Opening,Key Easy Accessible,,,,,,,,,,,,,,,"33 1/2"" H x 22 1/2"" D x 23 1/2"" W",,,51 dBA Wash / 75 dBA Spin,,,,,,,15 Wash Programs,5 Options,Adjustable Spin Speed Option,Anti-Crease Option,Auto Wash Cycle,Dark Wash Cycle,,Drum Cleaning Cycle,Easy Care Cycle,Everyday Wash Cycle,Heavy Wash Cycle,High Water Level Option,Mix / Synthetic Cycle,Pre Wash Option,Quick Pro Cycle,Quick Wash Cycle,Rinse Cycle,Spin Cycle,Standard Cotton Cycle,Super Rinse Option,Time Program Cycle,Wool / Hand Wash Cycle,,,,,,,,,,,,,,,,,,,,,"3 Modes - Normal Mode, Green Mode, Intense Mode",Activedrum™ Technology,Quattro Suspension™ Technology,,,,,,,,,,,,
w4114ct,2018,7/8/2018,1,12,W4114C,Laundry,Washers,Compact & Portable Washers,2149,2149,2150,,High - 75% & Above,,Asko,,Stainless,3.0 & Under cu ft,24,No,Energy Star®,Unassigned,Yes,No,1300 and Over,Unassigned,Unassigned,Unassigned,No,Active Model,No,2.8,No,No,,No,No,No,No,No,No,2.8 cu ft Front Load Washer,,21 Wash Programs with 5 Options,,Energy Star®,Activedrum™ Technology,,Antiblock Drain Pump,,Lockable Control Panel,Platform,Pull-Out Utility Basket,Retractable Ironing Board System,Single and Double Retractable Shelves,Steel Seal™ Technology,Unbalanced Load Detection,,,,,,,Titanium,23 1/2 inches,33 1/2 inches,22 1/2 inches,,,,,Left-Hinge Door Swing,Side by Side or Stacked Install Options,Stainless Steel Drum,Titanium Exterior,,,,,,,2.8 Cu. Ft. Capacity,,Auto Program,,Program End Indicator,Remaining Time Indication,,,,,,,,Emergency Door Opening,Key Easy Accessible,,,,,,,,,,,,,,,"33 1/2"" H x 22 1/2"" D x 23 1/2"" W",,,52 dBA Wash / 74 dBA Spin,,,,,,,21 Wash Programs,5 Options,Adjustable Spin Speed Option,Allergy Cotton Cycle,Allergy Synthetics Cycle,Anti-Crease Option,Auto Wash Cycle,,Dark Wash Cycle,Drain Cycle,Drum Cleaning Cycle,Easy Care Cycle,Everyday Wash Cycle,Heavy Wash Cycle,High Water Level Option,Jeans Cycle,Mix / Synthetic Cycle,Pre Wash Option,Quick Pro Cycle,Quick Wash Cycle,Rinse Cycle,Sanitize Cycle,Shirts Cycle,Spin Cycle,Standard Cotton Cycle,Super Rinse Option,Time Program Cycle,Wool / Hand Wash Cycle,,,,,,,,,,,,,,,"5 Modes - Normal, Green, Intense, Allergy, Speed",Activedrum™ Technology,Quattro Suspension™ Technology,,,,,,,,,,,,
w4114cw,2018,4/11/2018,1,12,W4114C,Laundry,Washers,Compact & Portable Washers,2049,2049,2050,,High - 75% & Above,,Asko,,White,3.0 & Under cu ft,24,No,Energy Star®,Unassigned,Yes,No,1300 and Over,Unassigned,Unassigned,Unassigned,No,Active Model,No,2.8,No,No,,No,No,No,No,No,No,2.1 cu ft Front Load Washer,,21 Wash Programs with 5 Options,,Energy Star®,Activedrum™ Technology,,Antiblock Drain Pump,,Lockable Control Panel,Platform,Pull-Out Utility Basket,Retractable Ironing Board System,Single and Double Retractable Shelves,Steel Seal™ Technology,Unbalanced Load Detection,,,,,,,White,23 1/2 inches,33 1/2 inches,22 1/2 inches,,,,,Left-Hinge Door Swing,Side by Side or Stacked Install Options,Stainless Steel Drum,White Finish,,,,,,,2.8 Cu. Ft. Capacity,,Auto Program,,Program End Indicator,Remaining Time Indication,,,,,,,,Emergency Door Opening,Key Easy Accessible,,,,,,,,,,,,,,,"33 1/2"" H x 22 1/2"" D x 23 1/2"" W",,,52 dBA Wash / 74 dBA Spin,,,,,,,21 Wash Programs,5 Options,Adjustable Spin Speed Option,Allergy Cotton Cycle,Allergy Synthetics Cycle,Anti-Crease Option,Auto Wash Cycle,,Dark Wash Cycle,Drain Cycle,Drum Cleaning Cycle,Easy Care Cycle,Everyday Wash Cycle,Heavy Wash Cycle,High Water Level Option,Jeans Cycle,Mix / Synthetic Cycle,Pre Wash Option,Quick Pro Cycle,Quick Wash Cycle,Rinse Cycle,Sanitize Cycle,Shirts Cycle,Spin Cycle,Standard Cotton Cycle,Super Rinse Option,Time Program Cycle,Wool / Hand Wash Cycle,,,,,,,,,,,,,,,"5 Modes - Normal, Green, Intense, Allergy, Speed",Activedrum™ Technology,Quattro Suspension™ Technology,,,,,,,,,,,,
w6124xw,2020,2/25/2020,1,12,W6124X,Laundry,Washers,Compact & Portable Washers,2699,2699,2700,,High - 75% & Above,,Asko,,White,3.0 & Under cu ft,24,Yes,Energy Star®,Unassigned,Yes,No,1300 and Over,Unassigned,Unassigned,Unassigned,No,Active Model,No,2.8,No,No,,No,No,No,No,No,No,2.8 cu ft Front Load Washer,,24 Wash Programs with 6 Options,,Energy Star®,Activedrum™ Technology,,,Adjustable Feet,Double Retractable Shelves,Optional - Compatible Dryer (T611VUW),Platform,Pull-Out Utility Basket,Retractable Ironing Board System,Side-By-Side or Stacked Installation,Steel Seal™ Technology,,,,,,,White,23 1/2 inches,33 1/2 inches,27 inches,"24"" Minimum Width",,,,Front Load Washer,Left-Hinge Door Swing,Stainless Steel Drum,White Finish,,,,,,,2.8 Cu. Ft. Capacity,,Auto Program,,Program End Indicator,Remaining Time Indication,,,,,,,,Easy Close Door,,,,,,,,,,,,,,,,"33 1/2"" H x 27"" D x 23 1/2"" W",,,53 dBA Wash / 74 dBA Spin,Energy Star®,,,,,,24 Wash Programs w/ 6 Options,Adjustable Spin Speed Option,Allergy Cotton Cycle,Allergy Synthetics Cycle,Anti-Crease Option,,Bedding Cycle,Conditioning Cycle,Dark Wash Cycle,Drain Cycle,Drum Cleaning Cycle,Easy Care Cycle,Everyday Wash Cycle,Heavy Wash Cycle,High Water Level Option,Hygiene Cycle,Jeans Cycle,Mix / Synthetic Cycle,Prewash Option,Quick Cycle,Quick Pro Cycle,Rinse Cycle,Shirts Cycle,Spin Cycle,Sportswear Cycle,Stain Program Cotton Cycle,Standard Cotton Cycle,Super Rinse Option,Super Wash Option,Time Program Cycle,Wool / Hand Wash Cycle,,,,,,,,,,,,"5 Modes - Normal, Green, Intense, Allergy, Speed",Activedrum™ Technology,Brushless Motor,Night Mode,Precise Temperature Control,Quattro Suspension™ Technology,,,,,,,,,
waw285h2uc,2017,11/15/2017,1,12,WAW285H2UC,Laundry,Washers,Compact & Portable Washers,1649,1649,1649,High - 75% & Above,High - 75% & Above,1387,Bosch,800 Series,White,3.0 & Under cu ft,24,Yes,Energy Star®,Unassigned,Yes,No,1300 and Over,Unassigned,Unassigned,14 or More,No,Active Model,Yes,2.2,Yes,No,,No,Yes,No,No,No,No,2.2 cu ft Compact Front Load Washer,,14 Wash Cycles with 6 Options,,Energy Star®,Super Quick 15 Minute Cycle,,,Internal Water Heater,Stackable Installation,Wash Up to 17.6 lbs–Fits Up to 18 Towels in 1 Load,Washer Plugs into Dryer for Easy Installation,,,,,,,,,,,White,23 1/2 inches,33 2/5 inches,25 inches,"Minimum Width 24""",,,,Chrome Door Frame,European Design,Front Load Model,Left Door Swing,Stainless Steel Drum,White Finish,,,,,2.2 Cu. Ft. Capacity,,,,Illuminated Control Dial,Large LED Display with Remaining Time,Touch Control Technology,,,,,,,Child Lock Option,End of Cycle Signal,Interior LED Light,Load Sensor,Self-Cleaning Detergent Dispenser,,,,,,,,,,,,"33 2/5"" H x 25"" D x 23 1/2"" W",,"2,520 Watts",208/220-240 Volts,,60 Hz,84 kWh/ Year,Energy Star®,,,14 Individual Washing Programs w/ 6 Options,,AllergyPlus Cycle,Bulky Large Items Cycle,Cotton Normal Cycle,Delicates Cycle,Drain / Spin Cycle,Drum Clean Cycle,,Finish In Option,Hand Wash / Wool Cycle,Permanent Press Cycle,Permanent Press Heavy Soil Cycle,Prewash Option,Quick 30 Cycle,Remote Start Option,Rinse Cycle,Rinse Plus Option,Sanitize Cycle,SpeedPerfect™ Option,Spin Speed Option,Stains Option,Start / Pause Option,Super Quick 15 Min. Cycle,Temperature Option,Towels Cycle,Whitest Whites Cycle,,,,,,,,,,,,,,,,ActiveWater® Technology,AntiVibration Technology,EcoSilense™ Motor,Sensor-Controlled Automatic Washing Programs,Unbalance Sensor,,,,,,,,,,
wd100cw,2021,5/20/2021,1,12,,Laundry,Washers,Compact & Portable Washers,,,,,Retail Price Not Available,,LG,SideKick,White,3.0 & Under cu ft,27,No,Unassigned,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,7 or Less,No,Active Model,Yes,1,No,No,,,No,No,No,No,No,"27"" Pedestal Washer",,1.0 cu ft Capacity,,3 Motion Technology,"Use w Select 27"" Front Load Washers",,Forced Drain System,,,,,,,,,,,,,,,White,27 inches,14 1/8 inches,30 3/4 inches,"Minimum 27"" Width",,,,Painted Top Plate,PCM Cabinet,Pedestal Washer Design,Plastic / Chrome Door Rim,Plastic Control Panel,Transparent Tinted Door Glass,White Finish,,,,,,,Electronic Control Panel with LED Display,Touch Button Controls,,,,,,,,4 Adjustable Leveling Legs,,End of Cycle Signal,Forced Drain System,,,,,,,,,,,,,,"14 1/8"" H x 30 3/4"" D x 27"" W",,"120V, 5 Amps",,,,,,,,6 Wash Programs with 3 Options,,Extra Rinse Option,Hand Wash Cycle,Intimates Cycle,Normal Cycle,Rinse+Spin Cycle,Tub Clean Cycle,Warm Water Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Wash / Rinse Temps - Warm, Cold",700 Maximum RPM,,Twin Wash™ Compatible,,,,,,,,,,,,
wd200cb,2022,4/27/2022,1,12,,Laundry,Washers,Compact & Portable Washers,698,699,700,,Low/Mid - 25% to 50%,,LG,SideKick,Blue,3.0 & Under cu ft,29,Yes,Unassigned,Unassigned,Yes,No,700 to 799,Unassigned,Stainless Steel,7 or Less,No,Active Model,Yes,1,Unassigned,No,,No,No,No,No,No,No,29 in 1 0 cu ft SideKick Laundry Pedestal Washer with Slim Direc,,1.0 cu ft Capacity,,3 Motion Technology,"Use w Select 29"" Front Load Washers",SmartDiagnosis™,Forced Drain System,,,,,,,,,,,,,,,Black,,,,"29"" Minimum Opening (Width)",,,PCM Cabinet,,,,,,,,,,,,,Plastic Control Panel,,,,,,,,,,Child Lock,,,,,,,,,,,,,,,,,"14 1/8"" H x 30 7/8"" D x 29"" W",,"120V, 5 Amps",,,,,,,,Hand Wash Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extra Rinse Option,,,,,,,,,,,,,,,
wd200cv,2021,5/20/2021,1,12,,Laundry,Washers,Compact & Portable Washers,698,699,700,,Low/Mid - 25% to 50%,,LG,SideKick,Stainless,3.0 & Under cu ft,29,No,Unassigned,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,7 or Less,No,Active Model,Yes,1,No,No,,,No,No,No,No,No,"29"" Pedestal Washer",,1.0 cu ft Capacity,,3 Motion Technology,"Use w Select 29"" Front Load Washers",,Magnetic Remote (RCW1) Sold Separately,,,,,,,,,,,,,,,Titanium Steel,29 inches,14 1/8 inches,30 7/8 inches,"Minimum 29"" Width",,,Dark Black Tinted Round Door Cover,Graphite Steel Finish,,Painted Top Plate,PCM Cabinet,Pedestal Washer Design,Plastic Control Panel,Plastic Door Rim,,,,,,,Electronic Control Panel with LED Display,Touch Button Controls,,,,,,,,4 Adjustable Leveling Legs,,End of Cycle Signal,Forced Drain System,,,,,,,,,,,,,,"14 1/8"" H x 30 7/8"" D x 29"" W",,"120V, 5 Amps",,,,,,,,6 Wash Programs with 3 Options,,Extra Rinse Option,Hand Wash Cycle,Intimates Cycle,Normal Cycle,Rinse+Spin Cycle,Tub Clean Cycle,Warm Water Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Wash / Rinse Temps - Warm, Cold",3 Motion Technology,700 Maximum RPM,,Twin Wash™ Compatible,,,,,,,,,,,
wd205ck,2021,5/20/2021,1,12,,Laundry,Washers,Compact & Portable Washers,827,828,829,,Low/Mid - 25% to 50%,,LG,SideKick,Black Stainless,3.0 & Under cu ft,29,No,Unassigned,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,7 or Less,No,Active Model,Yes,1,No,No,,,No,No,No,No,No,"29"" Pedestal Washer",,1.0 cu ft Capacity,,SmartRinse™ Jet Spray System,"Use w Select 29"" Front Load Washers",,Magnetic Remote,,,,,,,,,,,,,,,Black Stainless Steel,29 inches,14 1/8 inches,30 7/8 inches,"Minimum 29"" Width",,,Black Stainless Steel Finish,,Painted Top Plate,PCM Cabinet,Pedestal Washer Design,Plastic / Chrome Door Rim,Plastic Control Panel,Transparent Tinted Glass Door Cover,,,,,,,Electronic Control Panel with LED Display,Touch Button Controls,,,,,,,,4 Adjustable Leveling Legs,,End of Cycle Signal,Forced Drain System,,,,,,,,,,,,,,"14 1/8"" H x 30 7/8"" D x 29"" W",,"120V, 5 Amps",,,,,,,,6 Wash Programs with 3 Options,,Extra Rinse Option,Hand Wash Cycle,Intimates Cycle,Normal Cycle,Rinse+Spin Cycle,Tub Clean Cycle,Warm Water Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Wash / Rinse Temps - Warm, Cold",3 Motion Technology,700 Maximum RPM,,SmartRinse™ Jet Spray System,Twin Wash™ Compatible,,,,,,,,,,
wd300cb,2022,11/16/2022,1,12,,Laundry,Washers,Compact & Portable Washers,698,699,700,,Low/Mid - 25% to 50%,,LG,SideKick,Black,3.0 & Under cu ft,27,No,Unassigned,Unassigned,No,No,Unassigned,Unassigned,Stainless Steel,7 or Less,,Active Model,No,1,Unassigned,No,,No,Yes,Yes,No,No,No,27 Inch Pedestal Washer with 1.0 cu. ft. Capacity,,1.0 cu ft Capacity,,TwinWash™ Compatible,ELECTRONIC CONTROLS W/ LED DISPLAY,SmartDiagnosis™,Leveling Legs,,,,,,,,,,,,,,,Black,,,,"27"" Minimum Opening (Width)",,,Black Stainless Steel Finish,,,,,,,,,,,1.0 Cu Ft Capacity,,Dual LED Display,,,,,,,,,,Child Lock,,,,,,,,,,,,,,,,,"14 1/8"" H x 30 3/4"" D x 27"" W",,"120V, 5 Amps",,,,,,,,Normal Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Variable Motor Speed,,,,,,,,,,,,,,,
wd300cv,2023,1/24/2023,1,12,,Laundry,Washers,Compact & Portable Washers,698,714,730,,Low/Mid - 25% to 50%,,LG,SideKick,Stainless,3.0 & Under cu ft,27,No,Unassigned,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,7 or Less,,Active Model,Reviewed - Unsure,1,Unassigned,No,,No,Yes,Yes,No,No,No,27 in. 1 cu. ft. Laundry Pedestal Washer with Slim DD Motor in G,,1.0 cu ft Capacity,,TwinWash™ Compatible,ELECTRONIC CONTROLS W/ LED DISPLAY,SmartDiagnosis™,Leveling Legs,,,,,,,,,,,,,,,Titanium Steel,,,,"27"" Minimum Opening (Width)",,,Pedestal Washer Design,,,,,,,,,,,1.0 Cu Ft Capacity,,Dual LED Display,,,,,,,,,,Child Lock,,,,,,,,,,,,,,,,,"14 1/8"" H x 30 3/4"" D x 27"" W",,"120V, 5 Amps",,,,,,,,Normal Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Variable Motor Speed,,,,,,,,,,,,,,,
wd300cw,2023,1/24/2023,1,12,,Laundry,Washers,Compact & Portable Washers,697,699,700,,Low/Mid - 25% to 50%,,LG,SideKick,White,3.0 & Under cu ft,27,No,Unassigned,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,7 or Less,,Active Model,Reviewed - Unsure,1,Unassigned,No,,No,Yes,Yes,No,No,No,27 in. 1 cu. ft. Laundry Pedestal Washer with Slim DD Motor in W,,1.0 cu ft Capacity,,TwinWash™ Compatible,ELECTRONIC CONTROLS W/ LED DISPLAY,SmartDiagnosis™,Leveling Legs,,,,,,,,,,,,,,,White,,,,"27"" Minimum Opening (Width)",,,White Finish,,,,,,,,,,,1.0 Cu Ft Capacity,,Dual LED Display,,,,,,,,,,Child Lock,,,,,,,,,,,,,,,,,"14 1/8"" H x 30 3/4"" D x 27"" W",,"120V, 5 Amps",,,,,,,,Normal Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Variable Motor Speed,,,,,,,,,,,,,,,
we402nv,2023,9/13/2023,1,12,,Laundry,Washers,Compact & Portable Washers,,,,,Retail Price Not Available,,Samsung,,Black,3.0 & Under cu ft,27,No,Unassigned,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,Unassigned,,Active Model,No,1,Unassigned,No,,No,No,No,No,No,No,27 in. Laundry Pedestal in Fingerprint-Resistant Brushed Black w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wh2424p2,2022,1/10/2022,1,12,,Laundry,Washers,Compact & Portable Washers,,,,,Retail Price Not Available,,Fisher & Paykel,,White,3.0 & Under cu ft,24,No,Energy Star®,Unassigned,Yes,Yes,1300 and Over,Unassigned,Stainless Steel,11 to 13,No,Active Model,No,2.4,No,No,,No,No,No,No,No,No,2.4 cu ft Front Load Washer,,13 Wash Cycles w/ WashSmart™,,Energy Star® Qualified,SmartTouch™ Control Dial,,Optional - Stacking Kit,,,,,,,,,,,,,,,White,,,,,,,White Finish,,,,,,,,,,,2.4 Cu Ft Capacity,,SmartTouch,,,,,,,,,,Flood Protection,,,,,,,,,,,,,,,,,"33 1/4"" - 33 5/8"" H x 25 3/8"" D x 23 7/16"" W",,Energy Star,,,,,,,,Cottons Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Soil Levels,,,,,,,,,,,,,,,
wm1455hwa,2021,5/12/2021,1,12,,Laundry,Washers,Compact & Portable Washers,899,1010,1164,,High/Mid - 50% to 75%,,LG,,White,3.0 & Under cu ft,24,Yes,Energy Star®,Unassigned,Yes,Yes,1300 and Over,Unassigned,Stainless Steel,14 or More,No,Active Model,Yes,2.4,No,No,,No,No,No,No,No,No,2.4 cu ft Compact Front Load Washer,,,AI Fabric Sensor/ Smart Pairing™,Energy Star® Qualified,Allergiene™ Cycle,,Hose Included,,,,,,,,,,,,,,,White,24 inches,33 1/2 inches,22 1/4 inches,,,,,Compact Front Load Design,Glass Door Cover,NeveRust™ Stainless Steel Drum,Painted Steel Cabinet,Painted Top Plate,White Finish,,,,,2.4 Cu Ft Capacity,,,Dial-A-Cycle™ Control,Hard Buttons,Plastic Control Panel,Remote Start,Signal,Touch Buttons,,,,,End of Cycle Signal,Leveling Legs,Remote Start and Cycle Monitor,SmartDiagnosis™ (v3.0),ThinQ® Technology,WiFi Enabled,,,,,,,,,,,"33 1/2"" H x 22 1/4"" D x 24"" W",,,CEE Tier 1,Electric Washer,Energy Monitoring,,,,,14 Wash Programs with 9 Options,Add Item Option,Allergiene™ Cycle,Baby Wear Cycle,,Delay Wash Option,Delicates Cycle,Downloaded Cycle,Drain + Spin Cycle,Extra Rinse Option,Hand Wash/ Wool Option,Heavy Duty Cycle,Heavy Soil Option,Normal Cycle,Permanent Press Cycle,Prewash Option,Sanitary Cycle,Speed Wash Cycle,Sportswear Cycle,Steam Option,Tub Clean Cycle,,,,,,,,,,,,,,,,,,,,,1400 RPM Maximum Spin,2 Soil Levels,,5 Wash / Rinse Temperatures,AI DD™,Horizontal Axis Agitator,Internal Water Heater,,Load Sensing Water Levels,TrueBalance™ Anti-Vibration System,,,,,,
wm72200w,2021,1/13/2021,1,12,WM72200,Laundry,Washers,Compact & Portable Washers,,,,,Retail Price Not Available,,Blomberg,,White,3.0 & Under cu ft,24,No,Energy Star®,Unassigned,Yes,No,1200 to 1299,Unassigned,Stainless Steel,14 or More,No,Active Model,No,2,No,No,,No,Yes,No,No,No,No,1.95 cu ft Front Load Washer,,,Automatic Water Adjustment System,Energy Star® Qualified,Woolmark Apparel Care Certified,,,Over Flow Safety,Woolmark Apparel Care Certified,,,,,,,,,,,,,White,23 5/8 inches,33 5/64 inches,21 1/4 inches,,,,,Front Load Design,Stainless Steel Drum,White Finish,,,,,,,,1.95 Cu. Ft.,,Chrome Cycle Selector Knob,,Remaining Time Indicator,,,,,,,,,Delay Time (0-19 Hours),Liquid/Powder Detergent Dispenser,,,,,,,,,,,,,,,"33 5/64"" H x 21 1/4"" D x 23 5/8"" W",,"120V, 60Hz, 10 Amps",,,,,,,,,Anti Crease Option,Bedding Cycle,Delicates Cycle,Drain & Spin Cycle,Extra Rinse Option,Hand Wash Cycle,Heavy Soil,Jogging Wear Cycle,Normal / Regular Cotton Cycle,Normal Cycle,Permanent Press Cycle,Quick Wash 35,Rinse Cycle,Soak Option,Tub Sanitize Cycle,Wool Cycle,,,,,,,,,,,,,,,,,,,,,,,,,"1,200 RPM Spin Speed",,Automatic Water Adjustment System,Variable Spin Speeds,,,,,,,,,,,,
wm98200sx2,2021,1/13/2021,1,12,WM98200SX2,Laundry,Washers,Compact & Portable Washers,,,,,Retail Price Not Available,,Blomberg,,White,3.0 & Under cu ft,24,Yes,Energy Star®,Unassigned,Yes,No,1300 and Over,Unassigned,Stainless Steel,14 or More,No,Active Model,No,2.5,No,No,,No,Yes,Yes,No,No,Yes,2.5 cu ft Front Load Washer,,,OptiSense Sensors,Energy Star® Qualified,Electronic Controls,,,Optional - Stackable Installation,Pairs w/ DHP24400W and DHP24412W Ventless Dryers,Plugs into Matching Dryer,,,,,,,,,,,,White,23 5/8 inches,33 1/8 inches,25 3/8 inches,"24"" Minimum Width",,,,Stainless Steel Drum,White Door Trim,White Finish,,,,,,,,2.51 Cu. Ft. Capacity,,,Program Follower,Remaining Time Indicator,Silver Cycle Selector Knob,,,,,,,,Bleach Dispenser,Child Lock,Delay Wash (0-24 Hours),Fabric Softener Dispenser,Liquid/Powder Detergent Compartment,Unbalance Detection System,,,,,,,,,,,"33 1/8"" H x 25 3/8"" D x 23 5/8"" W",,,52 dBA Silence Level (Washing),76 dBA Silence Level (Spinning),86 kWh per Year Consumption,,,,,16 Wash Programs,,Extra Rinse Option,Hand Wash Cycle,Heavy Duty Cycle,Heavy Soil,Jeans Cycle,Jogging Wear Cycle,Normal Cycle,Permanent Press Cycle,Pet Hair Removal Plus,Quick Wash 35,Regular / Cottons Cycle,Rinse Cycle,Soak Setting,Spin+Drain Cycle,Super Quick 20,Tub Sanitize Cycle,Whites Cycle,Wool Cycle,,,,,,,,,,,,,,,,,,,,,,"1,400 RPM Spin Speed",,Automatic Water Adjustment System,Euro Wash System,Internal Water Heater,Variable Spin Speeds,,,,,,,,,,
wtw2000hw,2019,4/30/2019,1,12,WTW2000H,Laundry,Washers,Compact & Portable Washers,938,961,999,,High/Mid - 50% to 75%,,Whirlpool,,White,3.0 & Under cu ft,Reviewed - Unsure,No,Unassigned,Unassigned,No,No,800 to 899,Unassigned,Stainless Steel,7 or Less,No,Active Model,No,1.6,No,No,,No,No,No,No,No,No,1.6 cu ft Compact Top Load Washer,,5 Wash Cycles with 5 Temperatures,EasyView™ Glass Lid,,Automatic Temperature Controls,,4 Leveling Feet,,,,,,,,,,,,,,,White,21 inches,37 inches,23 inches,,,,EasyView™ Glass Lid,,Stainless Steel Drum,Top Load Design,White Finish,,,,,,,1.6 Cu. Ft. Capacity,,Automatic Temperature Controls,,,,,,,,,,,,,,,,,,,,,,,,,,,"37"" H x 23"" D x 21"" W",,"120V, 60Hz",,,,,,,,,Delicate Cycle,Heavy Duty Cycle,Normal Cycle,Rinse Cycle,Spin Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impeller System,,,,,,,,,,,,,,
